Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit
Easy-staple paper,Consumer,United States,Portland,Oregon,Office Supplies,Paper,-0.141361,0.212153,0.081909
Microsoft Arc Touch Mouse,Consumer,United States,Portland,Oregon,Technology,Accessories,0.015953,0.212153,0.082404
Xerox 216,Consumer,United States,Portland,Oregon,Office Supplies,Paper,-0.318918,0.212153,-0.075862
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Corporate,United States,Tamarac,Florida,Office Supplies,Appliances,-0.05669,0.212153,-0.018531
Advantus SlideClip Paper Clips,Home Office,United States,Columbus,Ohio,Office Supplies,Fasteners,-0.338186,0.212153,-0.093803
Avery 512,Home Office,United States,Columbus,Ohio,Office Supplies,Labels,-0.339148,0.212153,-0.095687
Logitech Wireless Gaming Headset G930,Home Office,United States,Columbus,Ohio,Technology,Accessories,0.041921,0.212153,0.109882
Global Deluxe Office Fabric Chairs,Corporate,United States,Colorado Springs,Colorado,Furniture,Chairs,0.000793,0.212153,-0.036291
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Corporate,United States,Colorado Springs,Colorado,Furniture,Furnishings,-0.018462,0.212153,-0.227201
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Corporate,United States,Colorado Springs,Colorado,Office Supplies,Fasteners,-0.324617,0.212153,-0.082639
Xerox 223,Corporate,United States,Belleville,New Jersey,Office Supplies,Paper,-0.316838,-0.756643,-0.055944
Xerox 1939,Corporate,United States,Belleville,New Jersey,Office Supplies,Paper,-0.27751,-0.756643,-0.005721
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Corporate,United States,Belleville,New Jersey,Furniture,Furnishings,-0.244311,-0.756643,0.039988
Avery Premier Heavy-Duty Binder with Round Locking Rings,Corporate,United States,Belleville,New Jersey,Office Supplies,Binders,-0.345913,-0.756643,-0.094293
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Corporate,United States,New York City,New York,Furniture,Furnishings,-0.325824,-0.756643,-0.067419
Newell 350,Corporate,United States,Taylor,Michigan,Office Supplies,Art,-0.353038,-0.756643,-0.110154
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Home Office,United States,Lakewood,New Jersey,Office Supplies,Binders,-0.29585,-0.756643,-0.033025
Faber Castell Col-Erase Pencils,Consumer,United States,Arlington,Virginia,Office Supplies,Art,-0.36098,-0.756643,-0.113777
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Corporate,United States,Arvada,Colorado,Furniture,Furnishings,-0.34454,0.212153,-0.106989
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Corporate,United States,Arvada,Colorado,Furniture,Chairs,0.380142,0.212153,0.101834
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Corporate,United States,Arvada,Colorado,Furniture,Furnishings,-0.344386,0.212153,-0.11502
Avery 509,Corporate,United States,Arvada,Colorado,Office Supplies,Labels,-0.358776,0.212153,-0.113645
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Corporate,United States,Hackensack,New Jersey,Furniture,Furnishings,-0.228361,-0.756643,0.038358
AT&T 1070 Corded Phone,Corporate,United States,Saint Petersburg,Florida,Technology,Phones,-0.082594,0.212153,-0.027146
Xerox 21,Corporate,United States,Saint Petersburg,Florida,Office Supplies,Paper,-0.343872,0.212153,-0.099099
"Boston School Pro Electric Pencil Sharpener, 1670",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Art,-0.209755,0.212153,-0.085305
DMI Arturo Collection Mission-style Design Wood Chair,Home Office,United States,New York City,New York,Furniture,Chairs,-0.150793,-0.272245,-0.019211
"Trav-L-File Heavy-Duty Shuttle II, Black",Home Office,United States,New York City,New York,Office Supplies,Storage,-0.298915,-0.756643,-0.066536
OIC Binder Clips,Corporate,United States,Long Beach,California,Office Supplies,Fasteners,-0.357338,-0.756643,-0.107053
Logitech Wireless Headset h800,Corporate,United States,Hesperia,California,Technology,Accessories,-0.208384,-0.756643,0.027064
Telescoping Adjustable Floor Lamp,Corporate,United States,Murfreesboro,Tennessee,Furniture,Furnishings,-0.343166,0.212153,-0.118069
"File Shuttle II and Handi-File, Black",Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,-0.28182,0.212153,-0.107868
Round Specialty Laser Printer Labels,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Labels,-0.207983,0.212153,0.022088
AT&T 841000 Phone,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.235967,1.18095,-0.210703
Storex Dura Pro Binders,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.361202,0.212153,-0.115489
Avery Non-Stick Binders,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.345772,0.212153,-0.103168
Tuff Stuff Recycled Round Ring Binders,Corporate,United States,San Francisco,California,Office Supplies,Binders,-0.356452,0.212153,-0.110401
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,United States,Layton,Utah,Office Supplies,Fasteners,-0.360868,-0.756643,-0.112384
Newell 314,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Art,-0.340175,0.212153,-0.117571
Staples,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,-0.319097,0.212153,-0.079337
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Corporate,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.253412,1.18095,-0.086512
Fellowes Super Stor/Drawer,Consumer,United States,Austin,Texas,Office Supplies,Storage,-0.22634,0.212153,-0.131813
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Consumer,United States,San Francisco,California,Technology,Phones,-0.291845,0.212153,-0.101855
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,United States,Lowell,Massachusetts,Office Supplies,Art,-0.356696,-0.756643,-0.109103
Easy-staple paper,Consumer,United States,Lowell,Massachusetts,Office Supplies,Paper,-0.329418,-0.756643,-0.073058
"BIC Brite Liner Highlighters, Chisel Tip",Consumer,United States,Lowell,Massachusetts,Office Supplies,Art,-0.348031,-0.756643,-0.104631
Sabrent 4-Port USB 2.0 Hub,Home Office,United States,New York City,New York,Technology,Accessories,-0.357932,-0.756643,-0.11248
Xerox 1881,Home Office,United States,New York City,New York,Office Supplies,Paper,-0.329418,-0.756643,-0.073058
Acco Hanging Data Binders,Home Office,United States,New York City,New York,Office Supplies,Binders,-0.363936,0.212153,-0.117781
Xerox 1881,Home Office,United States,New York City,New York,Office Supplies,Paper,-0.29001,-0.756643,-0.02378
Sauder Barrister Bookcases,Consumer,United States,New York City,New York,Furniture,Bookcases,0.254882,0.212153,-0.143078
"#10 Gummed Flap White Envelopes, 100/Box",Consumer,United States,New York City,New York,Office Supplies,Envelopes,-0.355573,-0.756643,-0.106115
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Consumer,United States,New York City,New York,Office Supplies,Art,-0.341485,-0.756643,-0.092511
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Consumer,United States,New York City,New York,Office Supplies,Paper,-0.313629,-0.756643,-0.054783
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Corporate,United States,Charlotte,North Carolina,Office Supplies,Paper,-0.310677,0.212153,-0.073989
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Corporate,United States,Columbus,Georgia,Office Supplies,Labels,-0.335612,-0.756643,-0.079919
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Consumer,United States,New York City,New York,Office Supplies,Labels,-0.335612,-0.756643,-0.079919
Newell 333,Consumer,United States,New York City,New York,Office Supplies,Art,-0.359905,-0.756643,-0.116164
Eldon Wave Desk Accessories,Consumer,United States,New York City,New York,Furniture,Furnishings,-0.293219,-0.756643,-0.033828
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,United States,San Francisco,California,Office Supplies,Storage,-0.028719,-0.756643,-0.086141
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Corporate,United States,Manchester,Connecticut,Office Supplies,Binders,-0.3316,-0.756643,-0.077767
Staple remover,Corporate,United States,Manchester,Connecticut,Office Supplies,Supplies,-0.357017,-0.756643,-0.121707
Pizazz Global Quick File,Corporate,United States,Manchester,Connecticut,Office Supplies,Storage,-0.200682,-0.756643,0.002921
Xerox 1930,Consumer,United States,Harlingen,Texas,Office Supplies,Paper,-0.327236,0.212153,-0.082224
File Shuttle I and Handi-File,Consumer,United States,Harlingen,Texas,Office Supplies,Storage,-0.283103,0.212153,-0.10238
Newell 324,Consumer,United States,Tucson,Arizona,Office Supplies,Art,-0.354,0.212153,-0.118391
Microsoft Natural Keyboard Elite,Consumer,United States,Tucson,Arizona,Technology,Accessories,0.399834,0.212153,-0.250149
Xerox 1960,Corporate,United States,Quincy,Illinois,Office Supplies,Paper,-0.209755,0.212153,0.009917
Akro-Mils 12-Gallon Tote,Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.330586,0.212153,-0.11089
Southworth Structures Collection,Corporate,United States,San Francisco,California,Office Supplies,Paper,-0.287057,-0.756643,-0.013562
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Corporate,United States,San Francisco,California,Office Supplies,Binders,-0.289342,0.212153,-0.048322
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Corporate,United States,Taylor,Michigan,Technology,Accessories,-0.301595,-0.756643,-0.084773
Logitech Media Keyboard K200,Consumer,United States,Pembroke Pines,Florida,Technology,Accessories,-0.23408,0.212153,-0.126817
3M Hangers With Command Adhesive,Corporate,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.364077,0.212153,-0.119019
Crayola Colored Pencils,Consumer,United States,Cincinnati,Ohio,Office Supplies,Art,-0.364616,0.212153,-0.120515
"Angle-D Binders with Locking Rings, Label Holders",Consumer,United States,New York City,New York,Office Supplies,Binders,-0.331344,0.212153,-0.088679
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Consumer,United States,New York City,New York,Technology,Accessories,-0.304675,-0.756643,-0.064307
Nortel Meridian M3904 Professional Digital phone,Consumer,United States,Des Moines,Washington,Technology,Phones,0.026517,0.212153,-0.004007
Tuf-Vin Binders,Home Office,United States,Las Vegas,Nevada,Office Supplies,Binders,-0.247212,0.212153,-0.013136
2300 Heavy-Duty Transfer File Systems by Perma,Corporate,United States,Warwick,Rhode Island,Office Supplies,Storage,-0.288662,-0.756643,-0.081813
Xerox 1958,Corporate,United States,Warwick,Rhode Island,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
"Acme 10"" Easy Grip Assistive Scissors",Home Office,United States,Jackson,Michigan,Office Supplies,Supplies,-0.256313,-0.756643,-0.032533
Super Decoflex Portable Personal File,Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.311139,0.212153,-0.106988
"Contico 72""H Heavy-Duty Storage System",Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.158408,0.212153,-0.26229
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,Houston,Texas,Technology,Accessories,-0.276428,0.212153,-0.119263
Xerox 1974,Consumer,United States,Miami,Florida,Office Supplies,Paper,-0.353474,0.212153,-0.107529
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Corporate,United States,Wilmington,North Carolina,Office Supplies,Art,-0.306132,0.212153,-0.080636
Staple holder,Consumer,United States,New York City,New York,Office Supplies,Appliances,-0.311206,-0.756643,-0.080945
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,San Francisco,California,Technology,Accessories,-0.080082,-0.756643,0.038987
"Wirebound Message Book, 4 per Page",Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.325262,-0.756643,-0.065543
"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.353294,-0.756643,-0.1025
Self-Adhesive Removable Labels,Consumer,United States,San Francisco,California,Office Supplies,Labels,-0.323337,-0.756643,-0.064243
Xerox 1908,Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.279002,-0.756643,-0.005237
Novimex High-Tech Fabric Mesh Task Chair,Consumer,United States,San Francisco,California,Furniture,Chairs,-0.186597,0.212153,-0.201119
Xerox 191,Corporate,United States,Seattle,Washington,Office Supplies,Paper,-0.144409,-0.756643,0.158282
Global Deluxe Office Fabric Chairs,Corporate,United States,Seattle,Washington,Furniture,Chairs,0.123999,0.212153,-0.007609
Bulldog Vacuum Base Pencil Sharpener,Consumer,United States,Huntington Beach,California,Office Supplies,Art,-0.214915,-0.756643,-0.011776
Bevis Steel Folding Chairs,Consumer,United States,Los Angeles,California,Furniture,Chairs,0.247013,0.212153,0.041508
Xerox 1987,Corporate,United States,Richmond,Kentucky,Office Supplies,Paper,-0.359552,-0.756643,-0.110245
American Pencil,Corporate,United States,Los Angeles,California,Office Supplies,Art,-0.353872,-0.756643,-0.110797
"White Envelopes, White Envelopes with Clear Poly Window",Corporate,United States,Los Angeles,California,Office Supplies,Envelopes,-0.344357,-0.756643,-0.092389
KeyTronic 6101 Series - Keyboard - Black,Consumer,United States,Louisville,Colorado,Technology,Accessories,-0.053121,0.212153,0.119144
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Corporate,United States,Lawrence,Massachusetts,Furniture,Furnishings,-0.278071,-0.756643,-0.059558
Crate-A-Files,Corporate,United States,Lawrence,Massachusetts,Office Supplies,Storage,-0.316357,-0.756643,-0.086041
Coloredge Poster Frame,Corporate,United States,Canton,Michigan,Furniture,Furnishings,-0.323257,-0.756643,-0.075052
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Home Office,United States,New Rochelle,New York,Technology,Machines,-0.256522,-0.756643,0.006142
Design Ebony Sketching Pencil,Corporate,United States,San Antonio,Texas,Office Supplies,Art,-0.358121,0.212153,-0.120199
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Home Office,United States,Gastonia,North Carolina,Technology,Accessories,0.099648,0.212153,0.111359
Woodgrain Magazine Files by Perma,Home Office,United States,Gastonia,North Carolina,Office Supplies,Storage,-0.361176,0.212153,-0.125643
Belkin QODE FastFit Bluetooth Keyboard,Consumer,United States,Jacksonville,Florida,Technology,Accessories,0.028789,0.212153,-0.201674
Xerox 1897,Corporate,United States,Houston,Texas,Office Supplies,Paper,-0.317685,0.212153,-0.073014
Global Deluxe Steno Chair,Corporate,United States,New York City,New York,Furniture,Chairs,-0.03532,-0.272245,-0.112477
Aluminum Document Frame,Consumer,United States,Detroit,Michigan,Furniture,Furnishings,-0.349219,-0.756643,-0.106685
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Consumer,United States,Detroit,Michigan,Office Supplies,Storage,-0.056029,-0.756643,-0.022472
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Consumer,United States,Detroit,Michigan,Office Supplies,Storage,-0.254981,-0.756643,-0.034499
"Xerox Color Copier Paper, 11"" x 17"", Ream",Consumer,United States,Detroit,Michigan,Office Supplies,Paper,-0.222232,-0.756643,0.057071
Office Star - Ergonomically Designed Knee Chair,Consumer,United States,Detroit,Michigan,Furniture,Chairs,0.020991,-0.756643,0.002117
Avery 520,Consumer,United States,Detroit,Michigan,Office Supplies,Labels,-0.333446,-0.756643,-0.077153
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Consumer,United States,Columbus,Indiana,Furniture,Furnishings,-0.364157,-0.756643,-0.116497
Newell 345,Consumer,United States,Auburn,New York,Office Supplies,Art,-0.273322,-0.756643,-0.056272
Fellowes Bankers Box Recycled Super Stor/Drawer,Consumer,United States,Auburn,New York,Office Supplies,Storage,-0.10898,-0.756643,-0.080856
50 Colored Long Pencils,Consumer,United States,Auburn,New York,Office Supplies,Art,-0.319919,-0.756643,-0.088505
Newell 342,Consumer,United States,Auburn,New York,Office Supplies,Art,-0.353038,-0.756643,-0.110154
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Consumer,United States,Auburn,New York,Technology,Phones,-0.312474,-0.756643,-0.083355
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Corporate,United States,Norman,Oklahoma,Technology,Accessories,-0.266326,-0.756643,-0.015982
"Global Geo Office Task Chair, Gray",Consumer,United States,Concord,California,Furniture,Chairs,-0.160924,0.212153,-0.226046
Staple envelope,Consumer,United States,Decatur,Illinois,Office Supplies,Envelopes,-0.354501,0.212153,-0.108043
3M Office Air Cleaner,Consumer,United States,Seattle,Washington,Office Supplies,Appliances,-0.202078,-0.756643,0.032936
Acco D-Ring Binder w/DublLock,Consumer,United States,Seattle,Washington,Office Supplies,Binders,-0.286492,0.212153,-0.04293
Eldon Wave Desk Accessories,Home Office,United States,Phoenix,Arizona,Furniture,Furnishings,-0.331023,0.212153,-0.092162
Premier Electric Letter Opener,Home Office,United States,Phoenix,Arizona,Office Supplies,Supplies,-0.071375,0.212153,-0.270716
