Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
Safco Commercial Shelving,Corporate,United States,Ohio,Office Supplies,Storage,-0.156053,0.0,-0.600455,2
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Corporate,United States,Ohio,Office Supplies,Envelopes,0.022246,0.0,0.467108,2
Regeneration Desk Collection,Consumer,United States,California,Furniture,Furnishings,-0.981278,-1.0,-0.231791,3
Presstex Flexible Ring Binders,Consumer,United States,California,Office Supplies,Binders,-0.674541,0.0,-0.16674,1
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Corporate,United States,California,Office Supplies,Paper,-0.765633,-1.0,-0.168125,3
Newell 330,Corporate,United States,California,Office Supplies,Art,-0.929597,-1.0,-0.260122,3
"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",Corporate,United States,Pennsylvania,Office Supplies,Paper,-0.64696,0.0,-0.167407,1
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Corporate,United States,Pennsylvania,Office Supplies,Paper,-0.457009,0.0,-0.10049,1
Eldon Simplefile Box Office,Corporate,United States,Pennsylvania,Office Supplies,Storage,0.036914,0.0,-0.098154,2
Avery 489,Corporate,United States,Pennsylvania,Office Supplies,Labels,-0.324742,0.0,0.001,2
Round Ring Binders,Consumer,United States,Texas,Office Supplies,Binders,-1.341433,0.749016,-0.447394,1
"Bevis Round Bullnose 29"" High Table Top",Consumer,United States,California,Furniture,Tables,1.07506,0.0,1.552986,0
Easy-staple paper,Consumer,United States,Oregon,Office Supplies,Paper,0.374784,0.0,1.406939,0
Microsoft Arc Touch Mouse,Consumer,United States,Oregon,Technology,Accessories,0.570177,0.0,1.411075,0
Xerox 216,Consumer,United States,Oregon,Office Supplies,Paper,-0.230469,0.0,0.08059,2
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Corporate,United States,Florida,Office Supplies,Appliances,0.493327,0.0,0.565098,2
Advantus SlideClip Paper Clips,Home Office,United States,Ohio,Office Supplies,Fasteners,-0.436017,0.0,-0.072173,1
Avery 512,Home Office,United States,Ohio,Office Supplies,Labels,-0.449586,0.0,-0.08826,1
Logitech Wireless Gaming Headset G930,Home Office,United States,Ohio,Technology,Accessories,0.593916,0.0,1.640399,0
Global Deluxe Office Fabric Chairs,Corporate,United States,Colorado,Furniture,Chairs,0.555507,0.0,0.415443,2
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Corporate,United States,Colorado,Furniture,Furnishings,0.535912,0.0,-1.261471,2
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Corporate,United States,Colorado,Office Supplies,Fasteners,-0.28119,0.0,0.022975,2
Xerox 223,Corporate,United States,New Jersey,Office Supplies,Paper,-0.213458,-1.0,0.249416,3
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Corporate,United States,New Jersey,Office Supplies,Storage,1.088406,-1.0,0.078357,0
Xerox 1939,Corporate,United States,New Jersey,Office Supplies,Paper,0.017554,-1.0,0.672861,3
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Corporate,United States,New Jersey,Furniture,Furnishings,0.141425,-1.0,1.056348,0
Avery Premier Heavy-Duty Binder with Round Locking Rings,Corporate,United States,New Jersey,Office Supplies,Binders,-0.559881,-1.0,-0.076357,3
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Corporate,United States,New York,Furniture,Furnishings,-0.292803,-1.0,0.152232,3
Newell 350,Corporate,United States,Michigan,Office Supplies,Art,-0.719005,-1.0,-0.212282,3
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Home Office,United States,New Jersey,Office Supplies,Binders,-0.07351,-1.0,0.442987,3
Faber Castell Col-Erase Pencils,Consumer,United States,Virginia,Office Supplies,Art,-1.012848,-1.0,-0.243516,3
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Corporate,United States,Colorado,Furniture,Furnishings,-0.535019,0.0,-0.185073,1
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Corporate,United States,Colorado,Furniture,Chairs,0.806748,0.0,1.573268,0
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Corporate,United States,Colorado,Furniture,Furnishings,-0.532321,0.0,-0.254259,1
Avery 509,Corporate,United States,Colorado,Office Supplies,Labels,-0.910208,0.0,-0.242377,1
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Corporate,United States,New Jersey,Furniture,Furnishings,0.188891,-1.0,1.042698,0
AT&T 1070 Corded Phone,Corporate,United States,Florida,Technology,Phones,0.461148,0.0,0.492544,2
Xerox 21,Corporate,United States,Florida,Office Supplies,Paper,-0.523447,0.0,-0.11743,1
"Boston School Pro Electric Pencil Sharpener, 1670",Corporate,United States,Pennsylvania,Office Supplies,Art,0.237471,0.0,0.000287,2
DMI Arturo Collection Mission-style Design Wood Chair,Home Office,United States,New York,Furniture,Chairs,0.358709,-0.387938,0.559377,0
"Trav-L-File Heavy-Duty Shuttle II, Black",Home Office,United States,New York,Office Supplies,Storage,-0.091074,-1.0,0.159723,3
OIC Binder Clips,Corporate,United States,California,Office Supplies,Fasteners,-0.854014,-1.0,-0.185615,3
Logitech Wireless Headset h800,Corporate,United States,California,Technology,Accessories,0.240805,-1.0,0.94806,0
Telescoping Adjustable Floor Lamp,Corporate,United States,Tennessee,Furniture,Furnishings,-0.511544,0.0,-0.280658,1
"File Shuttle II and Handi-File, Black",Consumer,United States,Pennsylvania,Office Supplies,Storage,-0.00198,0.0,-0.192622,2
Round Specialty Laser Printer Labels,Consumer,United States,Pennsylvania,Office Supplies,Labels,0.241776,0.0,0.906344,0
GBC Premium Transparent Covers with Diagonal Lined Pattern,Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.149923,0.701566,-1.383001,1
AT&T 841000 Phone,Consumer,United States,Pennsylvania,Technology,Phones,0.167016,0.429282,-1.111617,2
Ibico Recycled Grain-Textured Covers,Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.401297,0.701566,-0.845517,1
Wilson Jones Custom Binder Spines & Labels,Consumer,United States,Pennsylvania,Office Supplies,Binders,-1.012346,0.701566,-0.447212,1
Storex Dura Pro Binders,Consumer,United States,California,Office Supplies,Binders,-1.024564,0.0,-0.258312,1
Avery Non-Stick Binders,Consumer,United States,California,Office Supplies,Binders,-0.557257,0.0,-0.152279,1
Tuff Stuff Recycled Round Ring Binders,Corporate,United States,California,Office Supplies,Binders,-0.822622,0.0,-0.214414,1
Hon 5100 Series Wood Tables,Corporate,United States,California,Furniture,Tables,0.943992,0.0,-0.98618,2
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,United States,Utah,Office Supplies,Fasteners,-1.007018,-1.0,-0.231497,3
Newell 314,Corporate,United States,Pennsylvania,Office Supplies,Art,-0.464567,0.0,-0.276344,1
Staples,Corporate,United States,Pennsylvania,Office Supplies,Fasteners,-0.231974,0.0,0.051062,2
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Corporate,United States,Pennsylvania,Technology,Phones,0.111336,0.429282,-0.009994,2
Fellowes Super Stor/Drawer,Consumer,United States,Texas,Office Supplies,Storage,0.194493,0.0,-0.401407,2
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Consumer,United States,California,Technology,Phones,-0.051699,0.0,-0.141026,2
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,United States,Massachusetts,Office Supplies,Art,-0.831047,-1.0,-0.203245,3
Easy-staple paper,Consumer,United States,Massachusetts,Office Supplies,Paper,-0.329518,-1.0,0.104398,3
"BIC Brite Liner Highlighters, Chisel Tip",Consumer,United States,Massachusetts,Office Supplies,Art,-0.601332,-1.0,-0.164829,3
Sabrent 4-Port USB 2.0 Hub,Home Office,United States,New York,Technology,Accessories,-0.876369,-1.0,-0.232329,3
Xerox 1881,Home Office,United States,New York,Office Supplies,Paper,-0.329518,-1.0,0.104398,3
Acco Hanging Data Binders,Home Office,United States,New York,Office Supplies,Binders,-1.200824,0.0,-0.278165,1
Xerox 1881,Home Office,United States,New York,Office Supplies,Paper,-0.0421,-1.0,0.520899,3
Sauder Barrister Bookcases,Consumer,United States,New York,Furniture,Bookcases,0.742955,0.0,-0.501724,2
"#10 Gummed Flap White Envelopes, 100/Box",Consumer,United States,New York,Office Supplies,Envelopes,-0.793515,-1.0,-0.177564,3
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Consumer,United States,New York,Office Supplies,Art,-0.484485,-1.0,-0.061138,3
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Consumer,United States,New York,Office Supplies,Paper,-0.188558,-1.0,0.259239,3
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Corporate,United States,North Carolina,Office Supplies,Paper,-0.166958,0.0,0.096491,2
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Corporate,United States,Georgia,Office Supplies,Labels,-0.401788,-1.0,0.046111,3
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Consumer,United States,New York,Office Supplies,Labels,-0.401788,-1.0,0.046111,3
Newell 333,Consumer,United States,New York,Office Supplies,Art,-0.959893,-1.0,-0.264155,3
Eldon Wave Desk Accessories,Consumer,United States,New York,Furniture,Furnishings,-0.059041,-1.0,0.436219,3
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,United States,California,Office Supplies,Storage,0.524996,-1.0,-0.006838,3
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Corporate,United States,Connecticut,Office Supplies,Binders,-0.353547,-1.0,0.0644,3
Staple remover,Corporate,United States,Connecticut,Office Supplies,Supplies,-0.842382,-1.0,-0.31232,3
Pizazz Global Quick File,Corporate,United States,Connecticut,Office Supplies,Storage,0.258996,-1.0,0.745482,0
Xerox 1930,Consumer,United States,Texas,Office Supplies,Paper,-0.306832,0.0,0.026506,2
File Shuttle I and Handi-File,Consumer,United States,Texas,Office Supplies,Storage,-0.007997,0.0,-0.145525,2
Wilson Jones Custom Binder Spines & Labels,Consumer,United States,Arizona,Office Supplies,Binders,-0.798685,0.701566,-0.53429,1
Newell 324,Consumer,United States,Arizona,Office Supplies,Art,-0.745827,0.0,-0.283455,1
Microsoft Natural Keyboard Elite,Consumer,United States,Arizona,Technology,Accessories,0.81572,0.0,-1.470349,2
Xerox 1960,Corporate,United States,Illinois,Office Supplies,Paper,0.237471,0.0,0.804228,0
Holmes Odor Grabber,Consumer,United States,Texas,Office Supplies,Appliances,-0.773813,0.749016,-1.097371,1
Akro-Mils 12-Gallon Tote,Consumer,United States,Texas,Office Supplies,Storage,-0.342204,0.0,-0.218623,1
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Consumer,United States,Texas,Office Supplies,Binders,-0.628009,0.749016,-1.040873,1
Southworth Structures Collection,Corporate,United States,California,Office Supplies,Paper,-0.027148,-1.0,0.606916,3
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Corporate,United States,California,Office Supplies,Binders,-0.038668,0.0,0.313868,2
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Corporate,United States,Michigan,Technology,Accessories,-0.107111,-1.0,0.004816,3
Logitech Media Keyboard K200,Consumer,United States,Florida,Technology,Accessories,0.172566,0.0,-0.3572,2
3M Hangers With Command Adhesive,Corporate,United States,Pennsylvania,Furniture,Furnishings,-1.212017,0.0,-0.288904,1
Crayola Colored Pencils,Consumer,United States,Ohio,Office Supplies,Art,-1.257377,0.0,-0.301924,1
"Angle-D Binders with Locking Rings, Label Holders",Consumer,United States,New York,Office Supplies,Binders,-0.350646,0.0,-0.028458,2
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Consumer,United States,New York,Technology,Accessories,-0.126403,-1.0,0.178616,3
Nortel Meridian M3904 Professional Digital phone,Consumer,United States,Washington,Technology,Phones,0.580036,0.0,0.687265,0
Wilson Jones Century Plastic Molded Ring Binders,Corporate,United States,Illinois,Office Supplies,Binders,-0.618083,0.749016,-1.106283,1
Tuf-Vin Binders,Home Office,United States,Nevada,Office Supplies,Binders,0.132095,0.0,0.6105,2
2300 Heavy-Duty Transfer File Systems by Perma,Corporate,United States,Rhode Island,Office Supplies,Storage,-0.035202,-1.0,0.030006,3
Xerox 1958,Corporate,United States,Rhode Island,Office Supplies,Paper,-0.601332,-1.0,-0.089048,3
"Acme 10"" Easy Grip Assistive Scissors",Home Office,United States,Michigan,Office Supplies,Supplies,0.10121,-1.0,0.447134,3
Super Decoflex Portable Personal File,Consumer,United States,Texas,Office Supplies,Storage,-0.170262,0.0,-0.185058,2
"Contico 72""H Heavy-Duty Storage System",Consumer,United States,Texas,Office Supplies,Storage,0.345175,0.0,-1.581042,2
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,Texas,Technology,Accessories,0.022302,0.0,-0.291026,2
Xerox 1974,Consumer,United States,Florida,Office Supplies,Paper,-0.73096,0.0,-0.189709,1
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Corporate,United States,North Carolina,Office Supplies,Art,-0.13587,0.0,0.040013,2
Staple holder,Consumer,United States,New York,Office Supplies,Appliances,-0.170746,-1.0,0.037388,3
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Consumer,United States,California,Technology,Accessories,0.464404,-1.0,1.047964,0
"Wirebound Message Book, 4 per Page",Consumer,United States,California,Office Supplies,Paper,-0.287356,-1.0,0.168136,3
"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,United States,California,Office Supplies,Paper,-0.725997,-1.0,-0.146556,3
Self-Adhesive Removable Labels,Consumer,United States,California,Office Supplies,Labels,-0.269223,-1.0,0.179152,3
Xerox 1908,Consumer,United States,California,Office Supplies,Paper,0.010903,-1.0,0.67693,3
O'Sullivan 4-Shelf Bookcase in Odessa Pine,Consumer,United States,California,Furniture,Bookcases,1.156168,-0.172979,0.821242,0
Novimex High-Tech Fabric Mesh Task Chair,Consumer,United States,California,Furniture,Chairs,0.290066,0.0,-1.0247,2
Xerox 191,Corporate,United States,Washington,Office Supplies,Paper,0.369668,-1.0,2.043585,0
Global Deluxe Office Fabric Chairs,Corporate,United States,Washington,Furniture,Chairs,0.659509,0.0,0.656983,0
Bulldog Vacuum Base Pencil Sharpener,Consumer,United States,California,Office Supplies,Art,0.224633,-1.0,0.621942,0
Bevis Steel Folding Chairs,Consumer,United States,California,Furniture,Chairs,0.738496,0.0,1.069075,0
Xerox 1987,Corporate,United States,Kentucky,Office Supplies,Paper,-0.943771,-1.0,-0.213069,3
American Pencil,Corporate,United States,California,Office Supplies,Art,-0.742154,-1.0,-0.217825,3
"White Envelopes, White Envelopes with Clear Poly Window",Corporate,United States,California,Office Supplies,Envelopes,-0.531816,-1.0,-0.060097,3
KeyTronic 6101 Series - Keyboard - Black,Consumer,United States,Colorado,Technology,Accessories,0.497534,0.0,1.717624,0
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Corporate,United States,Massachusetts,Furniture,Furnishings,0.015065,-1.0,0.218836,3
Crate-A-Files,Corporate,United States,Massachusetts,Office Supplies,Storage,-0.209622,-1.0,-0.00598,3
Coloredge Poster Frame,Corporate,United States,Michigan,Furniture,Furnishings,-0.268485,-1.0,0.087465,3
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Home Office,United States,New York,Technology,Machines,0.100471,-1.0,0.772533,0
Design Ebony Sketching Pencil,Corporate,United States,Texas,Office Supplies,Art,-0.883741,0.0,-0.299173,1
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Home Office,United States,North Carolina,Technology,Accessories,0.641356,0.0,1.652713,0
Woodgrain Magazine Files by Perma,Home Office,United States,North Carolina,Office Supplies,Storage,-1.02319,0.0,-0.346855,1
Insertable Tab Post Binder Dividers,Consumer,United States,Florida,Office Supplies,Binders,-1.019433,0.701566,-0.457174,1
Belkin QODE FastFit Bluetooth Keyboard,Consumer,United States,Florida,Technology,Accessories,0.58212,0.0,-1.029738,2
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Illinois,Technology,Machines,1.065252,0.255488,1.241224,0
Xerox 1897,Corporate,United States,Texas,Office Supplies,Paper,-0.220301,0.0,0.104775,2
Global Deluxe Steno Chair,Corporate,United States,New York,Furniture,Chairs,0.517782,-0.387938,-0.232299,2
Aluminum Document Frame,Consumer,United States,Michigan,Furniture,Furnishings,-0.626467,-1.0,-0.182462,3
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Consumer,United States,Michigan,Office Supplies,Storage,0.49411,-1.0,0.531915,0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Consumer,United States,Michigan,Office Supplies,Storage,0.105892,-1.0,0.430556,3
"Xerox Color Copier Paper, 11"" x 17"", Ream",Consumer,United States,Michigan,Office Supplies,Paper,0.205618,-1.0,1.199326,0
Office Star - Ergonomically Designed Knee Chair,Consumer,United States,Michigan,Furniture,Chairs,0.574915,-1.0,0.738726,0
Avery 520,Consumer,United States,Michigan,Office Supplies,Labels,-0.375034,-1.0,0.069623,3
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Consumer,United States,Indiana,Furniture,Furnishings,-1.218498,-1.0,-0.267034,3
Newell 345,Consumer,United States,New York,Office Supplies,Art,0.035619,-1.0,0.246642,3
Fellowes Bankers Box Recycled Super Stor/Drawer,Consumer,United States,New York,Office Supplies,Storage,0.424981,-1.0,0.03814,3
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Consumer,United States,New York,Office Supplies,Art,0.604918,-1.0,2.239348,0
50 Colored Long Pencils,Consumer,United States,New York,Office Supplies,Art,-0.238926,-1.0,-0.026973,3
Newell 342,Consumer,United States,New York,Office Supplies,Art,-0.719005,-1.0,-0.212282,3
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Consumer,United States,New York,Technology,Phones,-0.179965,-1.0,0.016887,3
Deluxe Rollaway Locking File with Drawer,Corporate,United States,Ohio,Office Supplies,Storage,0.92776,0.0,2.072236,0
